sentiment,text_preprocessed
1,hati mas anies bagus cocok terus bapak terima kasih anies
0,calon wakil presiden abdul muhaimin iskandar optimistis capresnya anies rasyid baswedan kendali isu isu tema debat masyarakat
0,tahi leceh bangsa palestina juang merdeka kontol mu lemah prabowo
1,indonesia kunci damai dunia amin anies muhaimin
1,prabowo presiden ku salam ubah akal sehat demokrasi
0,lihat tweet kubu anies main kaki apa
1,ganjar mahfud indonesia milik pimpin visioner adaptif ubah global dunia dagang juara sat set
1,sungguh anies ksatria
-1,dukung anies muhaimin warga jawa timur pilih prabowo pilih ganjar mahfud pilih prabowo subianto solid dukung prabowo subianto jawa timur djayadi
0,prabowo debat malam sibuk salah data pakai ganjar anies data alas data rahasia cenderung emosi
1,berani satu tekad ganjar mahfud
1,ganjar mahfud pandang pajak investasi wajib formal hebat
0,anies baswedan muhaimin iskandar visi misi top rasional
1,bismillah anies presiden amin
0,debat cawapres tolong muhaimin siap meleset a hebat momentum
1,ganjar mahfud komitmen hilang birokrasi belit hambat pelaksanaan wajib paja top
1,anies muhaimin pasang ubah
0,inga ahok kalah pilgub dki jakarta yusuf wanadi bawa anies calon presiden bohir tuhan anies lenggang ikut kontestasi calon presiden
0,prabowo dewa luhut anies gentar rakyat
0,mantap mahfud
0,mas gibran pimpin muda genius
1,program anies muhaimin dorong inovasi kreativitas anak muda pelatihan ahli digital dukung generasi muda
0,ganjar kapai
0,iya allah beri amanah anies cak imin pimpin negeri engkau bolak hati manusia amin iya rabbal alami
1,ganjar mahfud langkah sehat mental nomor darurat pos konseling kampus semangat visi misi ganjar memahfud
0,anak dikte kabel kuping coba pakai alat gelagap beda muhaimin mahfud tubuh bersih kabel seliwer
1,anies muhaimin konsisten februari amin presiden wakil presiden
-1,gestur lewe lewe prabowo anies main kostum jin tomang
1,ubah indonesia partai adil sejahtera anies baswedan muhaimin iskandar pilih pks coblos amin
1,misi anies muhaimin bantu sosial keluarga dampak bencana alam bangun infrastruktur tanggap bencana tingkat kapasitas mitigasi bencana
0,singkat jawab ted juragan mu contoh investasi suruh masuk perangkat hukum investor takut pasti hukum
0,prabowo sumbang palestina duit pribadi jago mu omong
0,konsep kelas ganjar anies lihat google gali fakta
0,desa cepat maju dana desa lipat rupiah miliar cawapres gus muhaimin amin dana desa tingkat senyum warga binar
0,oke detik ikut layak
0,jilat habis lo kasih pasu sd si pas fit omong isi urus menhan makan kebun restasina tumpang makan iya
0,coba prabowo calon jokowi dukung prabowo gibran maju film ha kondisi mah indonesia pilih ketua karang taruna kondisi sayang buat film eh
0,mati presiden rumah mati benar presiden gibran si bocah tepo berabe
0,hidup
1,hebat ganjar pranowo serta keluarga presiden wajib dukung mampu istri handal mantap
1,anies muhaimin ubah indonesia
1,hasil ganjar mahfud pimpin wujud transformasi signifikan top
0,cari duit asli mah narasi puja puji panggang anies enak ter abah abah bela imin kamuflase ha
1,ganjar mahfud hasil cipta sinergi perin pusat daerah kelola anggar kurang potensi tidak laras juara
1,ragu pilih pimpin peduli rakyat mari seru satu masyarakat mati tekad catat hati tanggal februari coblos anies baswedan muhaimin iskandar amin
0,muhaimin ala politisi gibran ala birokrat mahfud ala akademisi kena tiga gibr jawab kongkrit dasar fakta alam dasar timbang teknis politis teori akademis
0,mental jongos iya jilat biar omong omon hibur stres odgj lihat nyata februari bukti sahih rakyat indonesia menang anies muhaimin
1,pokok prabowo prabowo bikin jatuh hati teman teman
0,mantap amin resolusi indonesia taman ahn bagus cha i min abah anies baswedan presiden muhaimin wakil presiden
1,wajib pajak diakui kontribusi ganjar mahfud aktif dengar aspirasi juara
0,mas gibran cerdas gibr lulus baik dunia
-1,jokowi tumpah ribu tumpah jokow ha anies ikut data
0,hadir goyang gemoi seru aerobik gor satria purwokerto tanggal februari wib gratis dapat hadiah hadiah pintu tarik hubung narahubung mis yayu
1,lanjut ganjar mahfud cipta adil ekonomi dagang bangun fondasi kuat tumbuh inklusif juara sat set
1,ganjar nyata kata buat
-1,saking top muhaimin grogi mikrofon nya jatuh
0,tragedi ulang prabowo gabung kabinet jokowi bilang anies dicap khianat
0,ajang debat malam solusi mas ganjar tampung lapor publik
1,ganjar mahfud anggap harap jalan tugas pimpin kelola uang negara penuh dedikasi top sat set
1,visi anies muhaimin jamin sedia pangan dukung petan dorong inovasi sektor tani
1,puji tampil debat capres presiden pks visi anies bawa indonesia pelaku utama kancah global pks bela rakyat
0,coba pasang anies gibran pakar prabowo muhaimin rockie
1,pimpin rekam jejak rakyat cerdas dukung pasang ganjar mahfud
1,anies orang jujur menang
0,basi ah bahas jago kantong gibran edan dukung ha
1,bismillah tonton putus pilih paslon anies baswedan muhaimin iskandar presiden ri
1,psi prabowo gibran mengerti jogja
1,heboh meriah si merah pilih pasti ganjar mahfud baik negeri
0,nil jilat malu
0,ha pas kemarin kunjung rscm anak nama gibran halamadrid omong omong dikit dikit bola ayah suka ajak tonton bola keren mantan main madrid anjir keren
1,atur ketat ganjar mahfud bukti lindung penting jangka investor juara sat set
0,menteri malu etika adab buang jijik
-1,benar tolong negeri pimpin orang
1,sama pks anies muhaimin titik lahir terobos terobos positif negeri pilih pks coblos amin
0,prabowo malam energi fisik otak istirahat menua emosi tensi sikap anak anak sih
1,prabowo pikir bangsa cerdas nya
0,seakan cari celah anies unggul alas
0,iya versus mahfud pilih
-1,survei gemoi survei kualitas
1,ganjar mahfud dorong transparansi langkah nyata lindung masyarakat investasi bodong rugi hebat sat set
0,bagus mohon jokowi henti putar putar
0,cmiw tangkap omong kompetitor bisnis mantan bos capres pas prabowo capres tahu anies forum konteks milu pas anies gubernur
1,anies kursi prabowo ha
1,calon wakil presiden muhaimin iskandar cak imin syarat menang pilpres partisipasi mandiri masyarakat sumber
1,ganjar mahfud top bikin nomor darurat jam bebas biaya sehat mental butuh visi misi ganjar memahfud
1,maju ganjar mahfud kendor gas
1,visi anies muhaimin cipta ruang publik inklusif penyandang disabilitas perhati aksesibilitas sempat masyarakat
0,mahfud md ganjar pranowo warga jaka optimis cerah bersih praktik kkn archiveyolo ganjar sikat korupsi lanjut murah lanjut kerja ganjar bersih kuat kpk hebat ganjar presiden lanjut bansos rakyat
1,tampil anies rasyid baswedan muhaimin iskandar presiden keburu presiden tunggu moga doa dukung ubah beliau dua pilih pimpin nkri diijabah allah swt amin allahumma amin
0,lintas provinsi jatuh pilih anies muhaimin amin kaji timbang tinggal kawal takdir presiden wakil presiden tanda tanda simpang ingat
1,dukung teknologi ganjar mahfud kenal inovasi digital transaksi dagang hebat
0,gaji sumbang layak pancing pasang umpan super jumbo
0,nafsu tutup ning
0,anjing mandji hobi kulinerannya prabowo omong omong debat malam teman teman keren ha hai
1,ganjar mahfud libat ahli ekonomi rancang bija dagang efektif juara
0,jokowi orang serakah bijak tindak ucap terima kasih karana prabowo masuk kabinet janji dukung capres
0,berani anies mantan atas keren sih
1,anies pimpin amanah insya allah dukung dukung prabowo kalah putar pilih ganjar amanah
0,muhaimin sindir kuasa tanah ribu hektar petan tolong hektar
0,ainun najib tegang kali tembak perin jokowi ganjar kg mode cari aman ganjar bersih kuat kpk hebat ganjar presiden lanjut bansos rakyat
-1,ponakan om tukar mahfud capres ganjar wakil pilih benar ganjar bersih kuat kpk hebat ganjar presiden lanjut bansos rakyat
0,sgie kaiti ekonomi syariah sgier
0,anjir tonton pikir ha bangke ha
0,iya prabowo tipu pasang anak si tukang anu
1,zakir andjo cerdas bas indonesia cengkeram oligarki dukung coblos anies muhaimin pilpres
0,ganjar mahfud bukti hasil negara ukur lindung rakyat visi misi ganjar memahfud
-1,capres hasil koneksi ordal memang gibran anak ponakan
1,debat capres kali pilih teman teman anies muhaimin prabowo gibran ganjar mahfud
0,gilir gibran serang mahfud cak imin anggap sopan tua debat capres kemarin ganjar anies serang prabowo umur tua nilai anggap
1,anies aura pimpin amanah cerdas rangkul golong pandang bulu rekam jejak nya muas
1,kes serius ganjar mahfud nomor darurat jam sehat mental solusi cepat visi misi ganjar memahfud
0,pengaruh persepsi si culas main gibran bapak rakyat buah busuk jatuh pohon ulat
0,calon presiden nomor urut ganjar pranowo undang warga nikmat buah durian desa wilayu camat selomerto kabupaten wonosobo warga sambut ganjar nampak ekspresi bahagia rebut salam foto
1,anies baswedan baik amin
1,anies segi posisi gampang oposisi cak imin ini tengah anies segan rezim sekolah
1,kuis anak anak anies pimpin substantif malam bagus cak imin mahfud
0,besar bersih meja nya tulang ayam tulang ikan beranta mana kotor
1,paslon anies baswedan muhaimin iskandar malam kuasa panggung cerdas milik
0,mahfud md tampil matang orang halaman rancang program kerja tampil birokrat khatam hukum muhaimin organisatoris aktivis politisi tumbuh lingkung budaya diskusi kental kes
1,dukung mas gibran menang mantap
0,gibran istimewa jadi publik terlanjur remeh nilai anies istimewa konteks debat wajar kuasa panggung debat
0,mentang mentang curang sombong
0,anies baswedan gagal iya pilih ganjar pranowo pikir
0,mundur cawapresnya anies sampean beban
0,gerakan muda indonesia gmi deklarasi dukung pasang calon anies baswedan muhaimin iskandar amin pilpres nilai
1,ganjar tunggu debat capres cawapres gagas visi misi ganjar mahfud
0,usut iya admin tangkap layar lumayan ini bukti cek mas
0,ubah presiden anies muhaimin
1,sehat mental prioritas utama ganjar mahfud ukir jejak positif indonesia visi misi ganjar memahfud
-1,muhaimin iskandar bingung perihal peringkat indonesia global islamik ekonomi sgie gibran rakabuming raka
1,ganjar mahfud agam inklusivitas kuat rancang bija dagang juara sat set
1,menang ganjar mahfud gama indonesia maju
1,anies pada
1,tim sobat hijau amin surabaya tuan negeri ketua tim sobat hijau surabaya mahfud sebut pasang anies baswedan muhaimin iskandar amin milik kuat via
1,nomor pilih prabowo subianto gibran raka buming raka presiden wakil presiden putar
1,anies penuh senyum selamat iya
0,tim cawapres anies kalah cerdas anies pilih tim tim sukses pas
0,jaga pilih demokrat pilih psi golkar gerindra
0,ekspektasi ku gibran untung kertas podium eh muhaimin gus
1,gampang anies gampang ku temu sosok diri cinta
0,bodoh video tiktok paslon buka pakai isyarat tanggap dukung gemoi anies jam tangan rakyat
1,bawa asa kamus gibran gerak maju pesona
-1,ganjar kemenhan nilai anies tinggi wan bohong lebih bayar den boke ekatepe papar delusional frustasi sungkur putar pilpres putar elak
0,prabowo perhati rakyat
1,santri riang gembira ganjar mahfud md ganjar memahfud jauhi dusta emosional ganjar memahfud hebat
0,semangat anies kalah pilih nepotisme ganjar lanjut visi misi
1,nyata khawatir kelompok gagal anies kalah
0,posisi gibran serba salah sih beliau kritik kinerja presiden
1,elektabilitas anies stagnan anies masuk putar suara suara ganjar turun drastis sedot prabowo cak imin kasih manfaat beban
0,siap latih tema dada gibran keteter
0,surya paloh pilih muhaimin suara jatim survei nasdem kalah demokrat pilih iris
0,baik debat malam insya allah anies muhaimin harap presiden
0,semangat ganjar mahfud
0,iya tenang ganjar menteri kabinet prabowo gibran
0,coba sarap
0,ha nyata dukung paslon
1,anies muhaimin presiden wakil presiden ri
0,balikpapan salah kota tingkat anies iya
0,cerita nya prabowo kena tendang dewa mabuk anies jatuh si gb teriak teriak ayo bangun ayo bangun
0,regulasi karbon tangkap penyimpanan gibran mahfud debat cawapres jumat desember mas walikota solo futuristik konteks negara ri
0,pikir ketua komisi wasit
-1,sgie final debat singkat tes muhaimin pintar dungu bahasa inggris dungu si imin istilah sgie
1,moga anies konsisten ucap tradisi masyarakat civitas akademika lumrah
0,desak anies nakes perempuan rilis penuh nya iya iya allah
1,keren ganjar bantu ekonomi pelaku umkm ini kualitas kalah keren lo
0,pikir elok gibran maju cawapres paman elok elok sadis rakyat indonesia marah akal sehat
0,sirik bersninya twitter
1,prabowo gibran bismillah menang putar rakyat nya indonesia maju toleransi damai
1,strategi adaptif ganjar mahfud tantang ekonomi global solusi lokal cerdas hebat sat set
1,sembah mah allah nilai anies gagas makan gratis susu ha anak kucing kasih makan gratis
0,dukung amin alir gilir pensiun pos indonesia deklarasi menang anies muhaimin ubah kelola pos indonesia ubah
0,belas simpul relawan prabowo gibran solo raya pindah dukung pasang anies muhaimin buntut kecewa relawan prabowo anggap dukung oligarki
1,ganjar mahfud dorong ubah positif perbaikan sistem kelola uang perin top
0,kuasa hilang cerdas rindu kritik fadli zon
0,anies mahfud sih mending ai mah anjir rusak
0,mbak pokok salah
0,orang asing kasih ribu hektar janji kelola pakai kebun durian hasil tuju ribu iya ajak teman
0,sih anies bahas mahfud
0,anies panas gara gara jebakan ter kampret s tidak i e jebak debat cawapres gaspol langsung hati
1,ganjar mahfud fakir miskin anak terlantar perhati lindung sesuai visi misi ganjar memahfud
0,sabar nama anak haram konstitusi hasil sombong biadab cc
0,ibadah maksiat
0,gaspol mahfud
0,anies muhaimin sahabat erat ganjar mahfud menyimpan profesional prabowo gibran atas bawah
0,anies gubernur prabowo bantu gubernur beliau orang merdeka hak tentu jalan nya mengaku si prabowo adu gagas tua pikun
1,prabowo tampil kampung anies tampil elegan ganjar
0,ha berani bahas gibran
0,foto orang afiliasi paslon foto prabowo anies sih foto gibran pdip simpul mata mata partai foto mega
1,prabowo gibran pasang baik gagas pikir penting jangka
0,insya allah anies muhaimin presiden
0,mkmk etika
0,gibran
0,tampil cawapres muhaimin iskandar gibran rakabuming mahfud md
0,anies cecar prabowo putus hari momentum
1,ganjar sosok peduli rakyat
0,nyata serang pribadi omong istri anak orang tua agama tanggung pejabat publik pribadi anies rakyat kuat hadap omong orang coba coba pejabat
1,ganjar mahfud jamin transparansi kelola uang negara top sat set
0,gibran prabowo lengser lihat
1,program anies muhaimin dorong program embang komunitas bangun hubung kuat warga dukung inisiatif wirausaha lokal
0,santai lap keringat ha
1,bismillah moga masyarakat indonesia mantap pilih pasang presiden wakil presiden anies muhaimin ubah indonesia adil
0,kompak wonogiri dukung penuh pasang hebat ganjar mahfud
0,menang debat versi netizen indonesia anies baswedan prabowo salah ceroboh gaza
0,sih pikir prabowo salah iya nya untung anies ini promo gratis mah iya lumayan
1,presiden ber anies baswedan ayo coblos amin nomor anies muhaimin februari besok
1,pasang amin kuasa panggung debat insya allah anies gus muhaimin presiden wakil presiden indonesia periode
1,langkah ubah pasang capres cawapres nomor urut anies baswedan muhaimin iskandar program bansos luas jangkau terima bantu sosial
0,seru iya garis wakru habis tonton debat malam buzer cebok prabowo
0,netral
0,aneh ajaib kubu prabowo gencar serang musuh anak cucu pki mau pasang putu buyut pki iya teriak pki sepi mana ini
0,kira gibran lumayan muncul debat kali ha mahfud sesuai ekspektasi sesuai alam pengetahuannya muhaimin googling sgie
0,keluarga pilih anies muhaimin biar ubah
0,mati kutu jalan jalan sih calon wakil presiden cawapres nomor urut muhaimin iskandar cak imin mengaku paham cawapres nomor urut gibran rakabuming raka global islamik ekonomi sgie
