full_text,sentiment,clean_full_text,word_count
@Dennysiregar7 Yaki kalau pak Ganjar dan pak Mahfud tidak dikuasai oleh partai? Apa belum mengerti juga apa yg kader partai lakukan selama ini untuk negara dan rakyat sebagai wakil yg di beri amanah?,negatif,  Yaki kalau pak Ganjar dan pak Mahfud tidak dikuasai oleh partai? Apa belum mengerti juga apa yang kader partai lakukan selama ini untuk negara dan rakyat sebagai wakil yang di beri amanah? ,32
@VIVAcoid Mengagumkan melihat Prabowo dan Gibran bersatu untuk menggarisbawahi pentingnya fasilitas kesehatan sebagai benteng pertahanan. Inisiatif ini mencerminkan kesadaran mendalam akan kesejahteraan masyarakat,netral,  Mengagumkan melihat Prabowo dan Gibran bersatu untuk menggaris bawahi pentingnya fasilitas kesehatan sebagai benteng pertahanan. Inisiatif ini mencerminkan kesadaran mendalam akan kesejahteraan masyarakat ,23
@tvOneNews Tolol dan Bodoh nya kerasa sampe sini udah jelas AMIN dan AAMIIN itu beda arti beda makna segitu takut nya ya Anies jadi presiden sampe hal sepele aja di permasalah kan ,netral,  Tolol dan Bodoh nya kerasa sampai sini sudah jelas AMIN dan AAMIIN itu beda arti beda makna sebegitu takut nya ya Anies jadi presiden sampai hal sepele saja di permasalah kan  ,31
@kurawa Ngga ada perlawanan...gue pikir si mentri menguasai panggung ngga tahunya dibantai sama p. Anies dan Ganjar...awas asam urat kumat !! ,netral,  Ngga ada perlawanan...gue pikir si menteri menguasai panggung tidak tahunya dibantai sama p. Anies dan Ganjar...awas asam urat kumat !!  ,20
@ajengcute16__ Yang pasti aku dan keluargaku pilih Anis dan Muhaimin No 1. https://t.co/YEd66RxL8O,netral,  Yang pasti saya dan keluargaku pilih Anis dan Muhaimin No 1.  ,11
@Metro_TV Tetap mas gibran yang paling okedongg,netral,  Tetap mas gibran yang paling oke dong ,7
@GirlBieberJ @jokowi @ganjarpranowo @prabowo @gibran_tweet @Gerindra @golkar_id @Official_PAN @PDemokrat @Nduklala2 @kpgnj @assaff_koto Salam 1 Jari membawa kedamaian,netral,             Salam 1 Jari membawa kedamaian ,5
Capres dan Cawapres nomor urut 1 Anies Baswedan dan Muhaimin Iskandar bertemu di one three cafe sebelum berangkat menuju JCC Arena untuk Debat Capres ke 5. (Ard) #BeritaElshinta https://t.co/3C50Jcyo0R,netral, Capres dan Cawapres nomor urut 1 Anies Baswedan dan Muhaimin Iskandar bertemu di satu tiga kafe sebelum berangkat menuju JCC Arena untuk Debat Capres ke 5. (Ard)   ,27
Keterampilan hukum Pak Mahfud akan menjadi payung hukum yang kuat bagi keberlanjutan investasi di era Ganjar-Mahfud. @vitovxv Top ! Pasti Lebih Baik https://t.co/s4Q29K6w1p,positif, Keterampilan hukum Pak Mahfud akan menjadi payung hukum yang kuat bagi keberlanjutan investasi di era Ganjar-Mahfud.  Top ! Pasti Lebih Baik  ,21
KUMPULAN MOMEN ASIK GANJAR HADAPI ANIES &amp; PRABOWO DI DEBAT KETIGA RESPECT PAK KETUA PENGUIN @ganjarpranowo #GasssGanjarMahfud #GanjarMahfud2024 https://t.co/vD4eocUYm5,netral, KUMPULAN MOMEN ASIK GANJAR HADAPI ANIES &amp; PRABOWO DI DEBAT KETIGA RESPECT PAK KETUA PENGUIN     ,15
Selamat pagi warga X-land gmn selesai nonton debat smlm ⏩masih deg an? ⏩Sesak nafas ? ⏩Jantungan? ⏩ikut kebawa emosi ? ⏩...... ANIES ROCKS DEBAT CAPRES #DebatCapres #Anies2ndStage #HwaitingAbahAnies https://t.co/ZEBaZbU4hW,positif, Selamat pagi warga X-land bagaimana selesai menonton debat semalam  ⏩masih deg an? ⏩Sesak nafas ? ⏩Jantungan? ⏩ikut terbawa  emosi ? ⏩...... ANIES ROCKS DEBAT CAPRES     ,25
@Gus_Raharjo @ganjarpranowo @mohmahfudmd Semangat pantengi debat semangat kasih dukungan untuk pak ganjar #GanjarMahfud2024 #GanjarMahfudM3nangDebat,positif,    Semangat pantangi debat semangat kasih dukungan untuk pak ganjar   ,9
@stumbfle @semestaa_alam @Gerindra @gibran_tweet engga nyambung blokk blokk,netral,     tidak  sambung blok blokk ,4
@Dahnilanzar @jokowi @prabowo @gibran_tweet Nil Nil.... banguuun. Tidurmu terlalu miring..,netral,     Nil Nil.... banguuun. Tidurmu terlalu miring.. ,6
@GeiszChalifah Maksudnya gestur muka kayak gitu kenapa ya..,netral,  Maksudnya gestur muka mirip  begitu  kenapa ya.. ,7
@RepublicWakanda @elisa_jkt Prabowo aja ngiranya si gibran bahas ekonomi,netral,   Prabowo saja kiranya si gibran bahas ekonomi ,7
@kumparan bandung siap dukung ganjar mahfud ,netral,  bandung siap dukung ganjar mahfud  ,5
Ganjar-Mahfud menawarkan solusi konkret untuk menyederhanakan formulir dan prosedur pembayaran pajak bagi warga. @stztwice Juara ! Pasti Lebih Baik https://t.co/moNzxHlFsk,positif, Ganjar-Mahfud menawarkan solusi konkret untuk menyederhanakan formulir dan prosedur pembayaran pajak bagi warga.  Juara ! Pasti Lebih Baik  ,18
 Kalau solid pasti yakin Pak Anies dan Pak Muhaimin menang 🇮🇩 #AniesMuhaimin2024 #AMINkanIndonesia https://t.co/kY3ZtM8rvH,positif,  Kalau solid pasti yakin Pak Anies dan Pak Muhaimin menang 🇮🇩    ,11
@voiceofpkb @aniesbaswedan Jawaban pak anies paling masuk akal #AMINUnggulDebatCapres #AMINUnggulDebatCapres,positif,   Jawaban pak anies paling masuk akal   ,6
@Chavesz08 Saya gak punya apa-apa mas Anies saya orang miskin mas Anies saya rela mati untuk bangsa ini saya tidak takut tidak punya jabatan mas anies,netral,  Saya tidak punya apa apa mas Anies saya orang miskin mas Anies saya rela mati untuk bangsa ini saya tidak takut tidak punya jabatan mas anies ,26
@A4H74976106 @kumparan Di video awal yg pas pake baju ungu betina itu hanya sebut nama Pak Rosan dalam ceritanya mengenai masa jabatan Pak Prabowo kalo menjadi Presiden tapi di keterangan tertulisnya dia seret2 nama hasto kristiyanto buat penguat alibinya somplak nih betina,netral,   Di video awal yang pas pakai baju ungu betina itu hanya sebut nama Pak Rosan dalam ceritanya mengenai masa jabatan Pak Prabowo kalau menjadi Presiden tapi di keterangan tertulisnya dia seret seret nama hasto kristiyanto buat penguat alibinya somplak nih betina ,41
Ganjar-Mahfud ingin mengubah stigma negatif terhadap pembayaran pajak menjadi tindakan yang positif dan patut dicontoh. @soonflows Top ! Pasti Lebih Baik https://t.co/lBUwQfqsvl,positif, Ganjar-Mahfud ingin mengubah stigma negatif terhadap pembayaran pajak menjadi tindakan yang positif dan patut dicontoh.  Top ! Pasti Lebih Baik  ,20
@sukardiyahya162 Secara hukum sah baik di MK maupun di KPU tapi sudah ada keputusan MKMK dan DKPP bahwa prosesnya cacat etika keputusan pemberhentian jabatan sebagai Ketua MK dan yg satunya peringatan keras terakhir kpd Ketua KPU terkait etika pelolosan pendaftaran Gibran,netral,  Secara hukum sah baik di MK maupun di KPU tapi sudah ada keputusan MKMK dan DKPP bahwa prosesnya cacat etika keputusan pemberhentian jabatan sebagai Ketua MK dan yang satunya peringatan keras terakhir kepada  Ketua KPU terkait etika pelolosan pendaftaran Gibran ,40
@SINDOnews Mantap pak ganjar,positif,  Mantap pak ganjar ,3
Slepet-slepet dan omong kosong Muhaimin tak memberikan keyakinan bahwa ia bisa memimpin dengan bijak @BasskyyA #DebatCawapres | Selamat Hari Ibu | Pak Mahfud | Mas Gibran | Cak Imin | #DesakAnies https://t.co/VqPTzUI2dl,negatif, Slepet-slepet dan omong kosong Muhaimin tidak memberikan keyakinan bahwa dia bisa memimpin dengan bijak   | Selamat Hari Ibu | Pak Mahfud | Mas Gibran | Cak Imin |   ,28
@Arie_Kriting pilihanku semakin mengerucut antara anies cak imin atau ganjar mahfud,positif,  pilihanku semakin mengerucut antara anies cak imin atau ganjar mahfud ,10
@bengkeldodo Dalam hal ini saya harus akui dan lebih setuju dengan Pendapatnya pak @prabowo karena masalah di Papua tidak bisa dilihat dari dalam saja. Untuk capres yg paling faham dgn Geopolitik di antara ketiga paslon sy akui pak Prabowo orangnya.,netral,  Dalam hal ini saya harus akui dan lebih setuju dengan Pendapatnya pak  karena masalah di Papua tidak bisa dilihat dari dalam saja. Untuk capres yang paling paham dengan  Geopolitik di antara ketiga paslon saya akui pak Prabowo orangnya. ,38
@miawlay @kikysaputrii Yah presiden adalah wajah Bangsa di muka internasional. Dan gua pribadi gua yakin dan nggak malu wajah gua diwakili pak Anies.,positif,   Yah presiden adalah wajah Bangsa di muka internasional. Dan saya pribadi saya yakin dan tidak malu wajah saya diwakili pak Anies. ,21
Pandangan Muhaimin Terkait Cara Tingkatkan Investasi Bicara Pentingnya Peran UMKM https://t.co/EOT43vlxWU,netral, Pandangan Muhaimin Terkait Cara Tingkatkan Investasi Bicara Pentingnya Peran UMKM  ,10
@golkar_id @airlangga_hrt @gibran_tweet Mas Gibran dan Mas Kaesang sangat kompak hadiri di lomba senam gemoy,netral,    Mas Gibran dan Mas Kaesang sangat kompak hadiri di lomba senam gemoi ,12
i think with anies and ganjar who referenced their statements based on data didn't mean that they personally attack prabowo... tp ya emg lg pas pas an aja tema ny ttg pertahanan sdgkn prabowo msh menjabat sbg menhan. mau gmw yg di serang n di kritik otomatis kinerja dia dong ,netral, i pikir dengan anies dan ganjar siapa referensi milik mereka pernyataan berdasarkan hidup data didn't artinya itu mereka personal menyerang prabowo... tapi ya memang  lagi pas pas an saja tema nya tentang  pertahanan sedangkan  prabowo masih  menjabat sebagai menhan. mau saya yang di serang dan di kritik otomatis kinerja dia dong  ,51
Ganjar-Mahfud menciptakan terobosan melalui regulasi yang mendukung pertumbuhan perdagangan berkelanjutan. @WAREHOUSE_ENCIT Top ! Sat Set https://t.co/zzDS25ia38,positif, Ganjar-Mahfud menciptakan terobosan melalui regulasi yang mendukung pertumbuhan perdagangan berkelanjutan.  Top ! Sat Set  ,14
@DedynurPalakka @AllanNairn14 @prabowo Ada partai senen bilang A selasa berubah jdi B aja jg udh aneh,netral,    Ada partai senin  bilang A selasa berubah jadi B saja juga  sudah aneh ,13
@MinmonPS7 Disaat gibran jawab ini anies geleng² kepala.. Mgkin beliau ga menyangka serangan personal dirinya k prabowo dibalas gibran k cak imin..,netral,  Disaat gibran jawab ini anies geleng geleng kepala.. Mgkin beliau tidak menyangka serangan personal dirinya kak prabowo dibalas gibran kak cak imin.. ,22
Anies dan Muhaimin udah pake jas cocok buat presiden dan wakil presiden,positif, Anies dan Muhaimin sudah pakai jas cocok buat presiden dan wakil presiden ,12
Pak anies op bgt bjirr belio yg ngomong gue yg deg-degan,netral, Pak anies hebat sekali  anjir beliau yang omong saya yang deg-degan ,11
@langkahkaqi Semakin yakin pilih Anies-Muhaimin #AMIN,netral,  Semakin yakin pilih Anies-Muhaimin  ,4
@ganjarpranowo Pak Ganjar banyak yang sayang dan Dukung menang satu putaran ,netral,  Pak Ganjar banyak yang sayang dan Dukung menang satu putaran  ,10
@fadlizon @prabowo @gibran_tweet Contoh cuitan yg membohongi kata hati,netral,    Contoh cuitan yang membohongi kata hati ,6
@herman_basti @DrEvaChaniago @aniesbaswedan Musim Hujan Demam #AniesBaswedan dan #Muhaimin Amin aja dulu,netral,    Musim Hujan Demam  dan  Amin saja dulu ,7
@KemenperinRI Sama adeknya tp perindo dukung ganjar knp dia gak gabung pan atau apalah partai yg tersandra itu,netral,  Sama adiknya tapi perindo dukung ganjar kenapa  dia tidak gabung kapan atau apapun partai yang tersandera itu ,17
@Kimberley_2024 Mempermasalahkan etika orang yang sangat menjaga etika oleh orang yang paling tidak beretika... Indonesia sudah tidak baik baik saja. Tetap stay pilih @prabowo menjadi #Prabowopreaidwn2024,netral,  Mempermasalahkan etika orang yang sangat menjaga etika oleh orang yang paling tidak beretika... Indonesia sudah tidak baik baik saja. Tetap tinggal pilih  menjadi  ,23
@Fall1916 @udi_hahay @Sintajuny2 @xandreanda @Mdy_Asmara1701 Playing victim semua anjirrr. Cape liatnya. Counternya lah kan anies dulu juga gitu kocak kocak,netral,      Playing korban semua anjirrr. Cape liatnya. Counternya lah kan anies dulu juga begitu  kocak kocak ,15
Aslii ini seru banget sayang aja pak anies nanyanya ke 02 coba tanya ke 03 bisa jadi diskusi bagus itu keknya,netral, Aslii ini seru sekali  sayang saja pak anies tanyanya ke 02 coba tanya ke 03 bisa jadi diskusi bagus itu kayaknya ,21
@mazzini_gsp @prabowo Ya kalau yang dibahas tentang kesuksesan masing-masing ya gak usah debat. Justru esensinya disitu program yang gagal dijalankan bisa di counter Paslon lain.,netral,   Ya kalau yang dibahas tentang kesuksesan masing-masing ya tidak usah debat. Justru esensinya disitu program yang gagal dijalankan bisa di menangkal Paslon lain. ,23
Gus Muhaimin akan mengikuti Debat Kedua Cawapres 2024 yang diselenggarakan oleh KPU pada Jum'at 22 Desember 2023 pukul 19.00 WIB di Kantor KPU Jakarta. Tema debat kedua (Cawapres) yaitu tentang ekonomi #SlepetAjaGus #SlepetNomic #AniesMuhaimin2024 https://t.co/ShK7URDLxZ,netral, Gus Muhaimin akan mengikuti Debat Kedua Cawapres 2024 yang diselenggarakan oleh KPU pada Jum'at 22 Desember 2023 pukul 19.00 WIB di Kantor KPU Jakarta. Tema debat kedua (Cawapres) yaitu tentang ekonomi     ,31
@nety_rusi @ganjarpranowo @mohmahfudmd Saya bukan pendukung ganjar tpi lihat Anies dan Ganjar sudah melihat dua Tokoh bangsa yg santun dan punya keluarga yg intelek dan beretika.,positif,    Saya bukan pendukung ganjar tapi  lihat Anies dan Ganjar sudah melihat dua Tokoh bangsa yang santun dan punya keluarga yang intelek dan beretika. ,23
@kompascom Prabowo dulu terlihat pintar ya karena lawannya hanya sekelas bapaknya Gibran kalo sekarang lawannya aktivis semua keringat dingin lah dia awokwokwok,netral,  Prabowo dulu terlihat pintar ya karena lawannya hanya sekelas bapaknya Gibran kalau sekarang lawannya aktivis semua keringat dingin lah dia ha ,21
Konsolidasi Laskar Santri di Gresik Targetkan Anies - Gus Muhaimin Menang 60 Persen https://t.co/K8LDa0WkNY,positif, Konsolidasi Laskar Santri di Gresik Targetkan Anies - Gus Muhaimin Menang 60 Persen  ,13
Ganjar dan Mahfud emang the real deal solusi kesehatan mental mereka kreatif dan responsif nomor darurat 24/7 buktinya! @marcelyna_sely VisiMisi GanjarMahfud https://t.co/JXZ7eja4Vw,netral, Ganjar dan Mahfud memang itu asli kesepakatan solusi kesehatan mental mereka kreatif dan responsif nomor darurat 24/7 buktinya!  VisiMisi GanjarMahfud  ,20
@VIVAcoid Pesan pak Jokowi gelar doa bersama untuk kemenangan Pak Prabowo dan Mas Gibran semoga doanya terkabulkan kami rakyat Indonesia juga berdoa untuk kemenangan Pak Prabowo dan Mas Gibran,positif,  Pesan pak Jokowi gelar doa bersama untuk kemenangan Pak Prabowo dan Mas Gibran semoga doanya terkabulkan kami rakyat Indonesia juga berdoa untuk kemenangan Pak Prabowo dan Mas Gibran ,28
@gvfftj @jokowi @prabowo @gibran_tweet @siregar_najeges @Candra4smara @Gojekmilitan Janganlah hatimu kotor sampai tak melihat fakta bahwa JIS telah dibersihkan pendukung Abah Anies,netral,        Janganlah hatimu kotor sampai tidak melihat fakta bahwa JIS telah dibersihkan pendukung Abah Anies ,14
Manuver Gibran Sentil Cak Imin dan Mahfud di Debat Capres Dari Potong Tumpeng IKN hingga Googling #Pilpres2024 #debatcawapres #Gibran #CakImin #Muhaimin #MahfudMD https://t.co/QbSLQPh8Tp lewat @tribunkaltim,negatif, Manuver Gibran Sentil Cak Imin dan Mahfud di Debat Capres Dari Potong Tumpeng IKN hingga Googling        lewat  ,17
@geloraco Bs dipahami dg memposisikan sbg oposisi pemerintah Sbg antitesa jokowi Ganjar dan Prabowo dg slogan keberlanjutan tentu jadi sasaran tembak anies. Tp klo terlalu asik nyerang takutnya substansinya hilang. Walaupun cara penyampaian nya hrs diakui bagus retorikanya oke,netral,  Bs dipahami dengan  memposisikan sebagai oposisi pemerintah Sbg antitesis jokowi Ganjar dan Prabowo dengan  selogan keberlanjutan tentu jadi sasaran tembak anies. Tp kalau terlalu asyik serang takutnya substansinya hilang. Walaupun cara penyampaian nya harus  diakui bagus retorikanya oke ,38
@Aryprasetyo85 @ganjarpranowo @mohmahfudmd @007koteka @03__nakula @__AnakKolong @_memoryusang @al_lasan @Marbot_Udien @GunRomli @seruanhl @serakyut @islah_bahrawi Tetap sehat semangat dan sukses selalu Pak Ganjar-Mahfud maju terus untuk Indonesia lebih maju ,positif,              Tetap sehat semangat dan sukses selalu Pak Ganjar-Mahfud maju terus untuk Indonesia lebih maju  ,14
Dengan dedikasi dan komitmen Ganjar-Mahfud siap membangun fondasi perdagangan yang kuat dan inklusif. @winddirrection Juara ! Pasti Lebih Baik https://t.co/4Iv932NF0T,positif, Dengan dedikasi dan komitmen Ganjar-Mahfud siap membangun fondasi perdagangan yang kuat dan inklusif.  Juara ! Pasti Lebih Baik  ,18
@Uki23 Kalau diamati target jokowi adalah menjadikan Indonesia negara ekonomi maju dan demokrasi hrs dikompromikan. Makanya prabowo dianggap cocok ,positif,  Kalau diamati target jokowi adalah menjadikan Indonesia negara ekonomi maju dan demokrasi harus  dikompromikan. Makanya prabowo dianggap cocok  ,18
Momen Debat Kelima Pilpres 2024 Istri Anies-Muhaimin Selfie Bareng Siti Atikoh dan Puan Maharani https://t.co/2ryOhrSebp,netral, Momen Debat Kelima Pilpres 2024 Istri Anies-Muhaimin Selfie Bareng Siti Atikoh dan Puan Maharani  ,14
@psi_id GIBRAN Kok nggak selebrasi Tepuk Samsul lagi ya ???? ,netral,  GIBRAN Kok tidak selebrasi Tepuk Samsul lagi ya ????  ,9
Ancen bener jare bapak karepmu milih sopo sing penting ojo Anies #Pemilu2024,netral, Ancen benar jare bapak terserahmu pilih siapa  sing penting jangan Anies  ,11
Disaat Capres lain datang dengan janji manis di mulut Ganjar Mahfud datang dengan gagasan hebat.Semangat terus pak ganjar GanjarHanjarKoruptorGajarSikatKoruptor yt7hOQ6Cob GanjarBersih KuatkanKPK Hebat Ganjar Presidenku LanjutGan Bansos Rakyat,positif, Disaat Capres lain datang dengan janji manis di mulut Ganjar Mahfud datang dengan gagasan hebat.Semangat terus pak ganjar GanjarHanjarKoruptorGajarSikatKoruptor yt7hOQ6Cob GanjarBersih KuatkanKPK Hebat Ganjar Presidenku LanjutGan Bansos Rakyat ,28
* SlepetNomic* yaitu pembangunan dikerjakan pakai hati dan pakai otak. Dalam debat capres malam ini anies bertekad memaparkan visi misi pakai hati dan pakai otak. #AMINajaDulu #AniesUnggul #PakaiOtakPakaiHati @aniesbaswedan @cakimiNOW https://t.co/NmXKJB8ZiY,netral, * SlepetNomic* yaitu pembangunan dikerjakan pakai hati dan pakai otak. Dalam debat capres malam ini anies bertekad memaparkan visi misi pakai hati dan pakai otak.       ,25
@blantik_pedhet2 Yg deg²an malah Prabowo krn masih ada 1x debat lagi. Mudah²an P. Anies dan P. Ganjar berbaik hati tidak bikin Prabowo nangis² sampai putaran ke 2 selesai.,netral,  Yg deg degan malah Prabowo karena  masih ada 1 kali debat lagi. Mudah²an P. Anies dan P. Ganjar berbaik hati tidak bikin Prabowo tangis tangis sampai putaran ke 2 selesai. ,30
Ganjar-Mahfud memberikan sorotan tajam terhadap sistem perpajakan menyoroti kesulitan warga dalam memahami aturan yang kompleks. @SStwnnn44647 Juara ! Pasti Lebih Baik https://t.co/8nDQatNNrU,positif, Ganjar-Mahfud memberikan sorotan tajam terhadap sistem perpajakan menyoroti kesulitan warga dalam memahami aturan yang kompleks.  Juara ! Pasti Lebih Baik  ,20
