full_text,sentiment,word_count,text_preprocessed
@miawlay @kikysaputrii Yah presiden adalah wajah Bangsa di muka internasional. Dan gua pribadi gua yakin dan nggak malu wajah gua diwakili pak Anies.,1,21,iya presiden wajah bangsa muka internasional pribadi malu wajah wakil anies
Pandangan Muhaimin Terkait Cara Tingkatkan Investasi Bicara Pentingnya Peran UMKM https://t.co/EOT43vlxWU,0,10,pandang muhaimin kait tingkat investasi bicara peran umkm
@golkar_id @airlangga_hrt @gibran_tweet Mas Gibran dan Mas Kaesang sangat kompak hadiri di lomba senam gemoy,0,12,mas gibran mas kaesang kompak hadir lomba senam gemoi
Ganjar-Mahfud menciptakan terobosan melalui regulasi yang mendukung pertumbuhan perdagangan berkelanjutan. @WAREHOUSE_ENCIT Top ! Sat Set https://t.co/zzDS25ia38,1,14,ganjar mahfud cipta terobos regulasi dukung tumbuh dagang lanjut top sat set
@DedynurPalakka @AllanNairn14 @prabowo Ada partai senen bilang A selasa berubah jdi B aja jg udh aneh,0,13,partai senin bilang a selasa ubah b aneh
@MinmonPS7 Disaat gibran jawab ini anies geleng² kepala.. Mgkin beliau ga menyangka serangan personal dirinya k prabowo dibalas gibran k cak imin..,0,22,gibran anies geleng geleng kepala beliau sangka serang personal kak prabowo balas gibr kak cak imin
Anies dan Muhaimin udah pake jas cocok buat presiden dan wakil presiden,1,12,anies muhaimin pakai jas cocok presiden wakil presiden
Pak anies op bgt bjirr belio yg ngomong gue yg deg-degan,0,11,anies hebat anjir beliau omong deg degan
@langkahkaqi Semakin yakin pilih Anies-Muhaimin #AMIN,0,4,pilih anies muhaimin
@ganjarpranowo Pak Ganjar banyak yang sayang dan Dukung menang satu putaran ,0,10,ganjar sayang dukung menang putar
@fadlizon @prabowo @gibran_tweet Contoh cuitan yg membohongi kata hati,0,6,contoh cuit bohong hati
@herman_basti @DrEvaChaniago @aniesbaswedan Musim Hujan Demam #AniesBaswedan dan #Muhaimin Amin aja dulu,0,7,musim hujan demam amin
@KemenperinRI Sama adeknya tp perindo dukung ganjar knp dia gak gabung pan atau apalah partai yg tersandra itu,0,17,adik perindo dukung ganjar gabung apa partai sandera
@Kimberley_2024 Mempermasalahkan etika orang yang sangat menjaga etika oleh orang yang paling tidak beretika... Indonesia sudah tidak baik baik saja. Tetap stay pilih @prabowo menjadi #Prabowopreaidwn2024,0,23,masalah etika orang jaga etika orang etika indonesia tinggal pilih
@Fall1916 @udi_hahay @Sintajuny2 @xandreanda @Mdy_Asmara1701 Playing victim semua anjirrr. Cape liatnya. Counternya lah kan anies dulu juga gitu kocak kocak,0,15,main korban anjir capai lihat tangkal anies kocak kocak
Aslii ini seru banget sayang aja pak anies nanyanya ke 02 coba tanya ke 03 bisa jadi diskusi bagus itu keknya,0,21,asli seru sayang anies coba diskusi bagus kayak
@mazzini_gsp @prabowo Ya kalau yang dibahas tentang kesuksesan masing-masing ya gak usah debat. Justru esensinya disitu program yang gagal dijalankan bisa di counter Paslon lain.,0,23,iya bahas sukses iya debat esensi situ program gagal jalan tangkal paslon
Gus Muhaimin akan mengikuti Debat Kedua Cawapres 2024 yang diselenggarakan oleh KPU pada Jum'at 22 Desember 2023 pukul 19.00 WIB di Kantor KPU Jakarta. Tema debat kedua (Cawapres) yaitu tentang ekonomi #SlepetAjaGus #SlepetNomic #AniesMuhaimin2024 https://t.co/ShK7URDLxZ,0,31,gus muhaimin ikut debat cawapres selenggara kpu jumat desember wib kantor kpu jakarta tema debat cawapres ekonomi
@nety_rusi @ganjarpranowo @mohmahfudmd Saya bukan pendukung ganjar tpi lihat Anies dan Ganjar sudah melihat dua Tokoh bangsa yg santun dan punya keluarga yg intelek dan beretika.,1,23,dukung ganjar lihat anies ganjar tokoh bangsa santun keluarga intelek etika
@kompascom Prabowo dulu terlihat pintar ya karena lawannya hanya sekelas bapaknya Gibran kalo sekarang lawannya aktivis semua keringat dingin lah dia awokwokwok,0,21,prabowo pintar iya lawan kelas bapak gibran lawan aktivis keringat dingin ha
Konsolidasi Laskar Santri di Gresik Targetkan Anies - Gus Muhaimin Menang 60 Persen https://t.co/K8LDa0WkNY,1,13,konsolidasi laskar santri gresik target anies gus muhaimin menang persen
Ganjar dan Mahfud emang the real deal solusi kesehatan mental mereka kreatif dan responsif nomor darurat 24/7 buktinya! @marcelyna_sely VisiMisi GanjarMahfud https://t.co/JXZ7eja4Vw,0,20,ganjar mahfud asli sepakat solusi sehat mental kreatif responsif nomor darurat bukti visi misi ganjar memahfud
@VIVAcoid Pesan pak Jokowi gelar doa bersama untuk kemenangan Pak Prabowo dan Mas Gibran semoga doanya terkabulkan kami rakyat Indonesia juga berdoa untuk kemenangan Pak Prabowo dan Mas Gibran,1,28,pesan jokowi gelar doa menang prabowo mas gibran moga doa kabul rakyat indonesia doa menang prabowo mas gibr
@gvfftj @jokowi @prabowo @gibran_tweet @siregar_najeges @Candra4smara @Gojekmilitan Janganlah hatimu kotor sampai tak melihat fakta bahwa JIS telah dibersihkan pendukung Abah Anies,0,14,hati kotor fakta jis bersih dukung abah anies
Manuver Gibran Sentil Cak Imin dan Mahfud di Debat Capres Dari Potong Tumpeng IKN hingga Googling #Pilpres2024 #debatcawapres #Gibran #CakImin #Muhaimin #MahfudMD https://t.co/QbSLQPh8Tp lewat @tribunkaltim,-1,17,manuver gibran sentil cak imin mahfud debat capres potong tumpeng ikn googling
@geloraco Bs dipahami dg memposisikan sbg oposisi pemerintah Sbg antitesa jokowi Ganjar dan Prabowo dg slogan keberlanjutan tentu jadi sasaran tembak anies. Tp klo terlalu asik nyerang takutnya substansinya hilang. Walaupun cara penyampaian nya hrs diakui bagus retorikanya oke,0,38,paham posisi oposisi perin antitesis jokowi ganjar prabowo selogan lanjut sasar tembak anies asyik serang takut substansi hilang penyampaian nya diakui bagus retorika oke
@Aryprasetyo85 @ganjarpranowo @mohmahfudmd @007koteka @03__nakula @__AnakKolong @_memoryusang @al_lasan @Marbot_Udien @GunRomli @seruanhl @serakyut @islah_bahrawi Tetap sehat semangat dan sukses selalu Pak Ganjar-Mahfud maju terus untuk Indonesia lebih maju ,1,14,sehat semangat sukses ganjar mahfud maju indonesia maju
Dengan dedikasi dan komitmen Ganjar-Mahfud siap membangun fondasi perdagangan yang kuat dan inklusif. @winddirrection Juara ! Pasti Lebih Baik https://t.co/4Iv932NF0T,1,18,dedikasi komitmen ganjar mahfud bangun fondasi dagang kuat inklusif juara
@Uki23 Kalau diamati target jokowi adalah menjadikan Indonesia negara ekonomi maju dan demokrasi hrs dikompromikan. Makanya prabowo dianggap cocok ,1,18,amat target jokowi jadi indonesia negara ekonomi maju demokrasi kompromi prabowo anggap cocok
Momen Debat Kelima Pilpres 2024 Istri Anies-Muhaimin Selfie Bareng Siti Atikoh dan Puan Maharani https://t.co/2ryOhrSebp,0,14,momen debat pilpres istri anies muhaimin swafoto bareng siti atikoh puan maharani
@psi_id GIBRAN Kok nggak selebrasi Tepuk Samsul lagi ya ???? ,0,9,gibran selebrasi tepuk samsul iya
Ancen bener jare bapak karepmu milih sopo sing penting ojo Anies #Pemilu2024,0,11,ancen jare serah pilih sing anies
Disaat Capres lain datang dengan janji manis di mulut Ganjar Mahfud datang dengan gagasan hebat.Semangat terus pak ganjar GanjarHanjarKoruptorGajarSikatKoruptor yt7hOQ6Cob GanjarBersih KuatkanKPK Hebat Ganjar Presidenku LanjutGan Bansos Rakyat,1,28,capres janji manis mulut ganjar mahfud gagas hebat semangat ganjar ganjar hajar koruptor ganjar sikat koruptor ganjar bersih kuat kpk hebat ganjar presiden lanjut bansos rakyat
* SlepetNomic* yaitu pembangunan dikerjakan pakai hati dan pakai otak. Dalam debat capres malam ini anies bertekad memaparkan visi misi pakai hati dan pakai otak. #AMINajaDulu #AniesUnggul #PakaiOtakPakaiHati @aniesbaswedan @cakimiNOW https://t.co/NmXKJB8ZiY,0,25,slepetnomic bangun pakai hati pakai otak debat capres malam anies tekad papar visi misi pakai hati pakai otak
@blantik_pedhet2 Yg deg²an malah Prabowo krn masih ada 1x debat lagi. Mudah²an P. Anies dan P. Ganjar berbaik hati tidak bikin Prabowo nangis² sampai putaran ke 2 selesai.,0,30,deg degan prabowo kali debat mudah mudah anies ganjar baik hati bikin prabowo tangis tangis putar selesai
Ganjar-Mahfud memberikan sorotan tajam terhadap sistem perpajakan menyoroti kesulitan warga dalam memahami aturan yang kompleks. @SStwnnn44647 Juara ! Pasti Lebih Baik https://t.co/8nDQatNNrU,1,20,ganjar mahfud sorot tajam sistem paja sorot sulit warga paham atur kompleks juara
Gibran perlu latian lagi. Ketika pertanyaannya spontan mulai glagapan. Sgt disayangkan dia pake gaya Prabowo. Coba pake gaya bapaknya aja... Mahfud MD bener2 org profesional. Ahlinya ahli. Tp pak masalah kita gak cuma hukum lo. Muhaimin? No komen. Slepet slepet!,0,41,gibran latih tanya spontan gelagap sayang pakai gaya prabowo coba pakai gaya bapak mahfud md orang profesional ahli ahli hukum muhaimin koman slepet slepet
@Arie_Kriting Dia kira dia bisa beli kepercayaan org kalik yah? Mengutip pernyataan pak Ganjar pas debat jejak digital TDK akan pernah bohong .,0,22,beli percaya orang kali iya kutip nyata ganjar pas debat jejak digital bohong
Ganjar permudah perizinan dan penggunaan sistem digitan untuk permudah nelayan https://t.co/8EMl8Hk4QQ,1,10,ganjar mudah izin guna sistem digital mudah nelayan
@CuanNumbeWan @DS_yantie Pilpres 2019 lalu sama persis kejadiannya yg di coblos Jokowi amien dan ternyata pelakunya orang2nya PRABOWO dan itu jg terjadi di beberapa tmpat di Indonesia klo kk kecurangan2 itu hnya bisa kalian lakukan apa lgi ini di bantu penguasa ,0,41,pilpres persis jadi coblos jokowi amin pelakunya orang orang prabowo indonesia kakak curang curang laku bantu kuasa
@bengkeldodo Begini kok bisa bangga ya goblok banget.. kalo gua di posisi pendukung 02 malah malu kalo Prabowo makan malam sama Presiden karena ada isu ketidak netralan pasti,0,27,bangga iya bodoh posisi dukung malu prabowo makan malam presiden isu tidak netral
ANIS - MUHAIMIN PRESIDENKU https://t.co/rQwYujLri1,1,4,anies muhaimin presiden
@CNNIndonesia Maksudnya pak prabowo Kalau sdh bicara hilirisasi berarti sdh kuasai ekonomi hukum pertanian pertambangan kebijakan dalam negri kebijakan luar negri dll Pokok nya hilirisasi lah.,0,27,maksud prabowo bicara hilirisasi kuasa ekonomi hukum tani tambang bija negeri bija negeri pokok nya hilirisas
@yaniarsim @gibran_tweet Bocil stres berat lihat kakek sugiwo marah marah,0,8,bocil stres berat lihat kakek sugiwo marah marah
Kebersamaan PKS dan Anies-Muhaimin adalah modal untuk membangun Indonesia yang lebih berkeadilan. #PKSmenangAMIN PilihPKS CoblosAMIN,1,14,sama pks anies muhaimin modal bangun indonesia adil pilih pks coblos amin
Maaf mbak saya salah ,0,4,maaf mbak salah
@OposisiCerdas Prof mahfud lawan debat bocil gibran lawan nglawak....berteman memang ada levelnya..yg penting junjung tinggi etika,0,15,profesor mahfud lawan debat bocil gibran lawan lawak teman level junjung etika
@MBitnari @xquitavee @prabowo Iya kecewa banget sama baliau sih aku jugajadi yang paling bener emang ganjar,0,14,iya kecewa beliau sih ganjar
@kurawa Dr 2009 sampai 2019 berambisi jd Presiden.Gak prnah didukung. Thn 2024 maju lagi artinya dia gak pernah berubah. Org yg sama yg mau berkuasa. Knp pula musti didukung kali ini? Dikira abis joged org lupa omongannya?Gak segampang itu ngab.Dia bkn Jokowi Gibran juga bukan.,0,44,ambisi presiden dukung maju ubah orang kuasa dukung kali habis joget orang lupa omong gampang bang jokowi gibran
@Pablooalex @Gerindra @gibran_tweet lucuuu bgt sih yak,0,4,lucu sih iya
Gus Muhaimin: Slepetnomics Bangun Indonesia Pakai Hati dan Otak #DebatCawapres https://t.co/9N205djPbC,1,9,gus muhaimin slepetnomic bangun indonesia pakai hati otak
#DebatPilpres Paslon nomor urut 1 Anies Baswedan dan Muhaimin Iskandar (Cak Imin) sampai di lokasi debat kelima. Keduanya terlihat kompak mengenakan jas dan peci berwarna hitam. Debat makin seru saksikan di https://t.co/4N8CIMFjW2 #detikPemilu #DebatCapres #WaktunyaMilih https://t.co/WW28sBZ30U,0,30,paslon nomor urut anies baswedan muhaimin iskandar cak imin lokasi debat kompak kena jas peci warna hitam debat seru saksi
@kumparan All in pak Ganjar Mahfud untuk Indonesia kita yg lebih baik kedepannya,1,13,ganjar mahfud indonesia depan
@fadlizon @prabowo @gibran_tweet Penjilat yang berbakat,0,3,jilat bakat
Ganjar Mahfud memahami urgensi kesehatan mental dan memberikan solusi yang bisa dirasakan oleh semua lapisan masyarakat @Lina80158988 VisiMisi GanjarMahfud https://t.co/45jQCDaRem,0,18,ganjar mahfud paham urgensi sehat mental solusi rasa lapis masyarakat visi misi ganjar memahfud
@tvOneNews All in Ganjar Mahfud ,0,4,ganjar mahfud
@Gojekmilitan Sepertinya @prabowo tidak tahu kalau di Indonesia ada universitas dengan jurusan pertanian dan peternakan.,0,13,indonesia universitas jurus tani peternakan
Ditanya Gibran Soal Carbon Capture Ini Klarifikasi Mahfud! https://t.co/D7KSgAn6Ga,0,8,gibran karbon tangkap klarifikasi mahfud
Dari awal suami udah bilang anies tuh kesalahannya cuma satu. Salah milih wakil wkwkwkwkw hadeuh. Kasian bgt pakkk :( Tp si kami gamau juga nih dari partai banteng:(((,1,29,suami bilang anies salah salah pilih wakil ha aduh kasihan si ini partai banteng
@Fahrihamzah Ini buat Gibran ? Anak mami ?,0,7,gibran anak mama
Melalui strategi diplomasi ekonomi yang cerdas Ganjar-Mahfud akan mengangkat citra perdagangan Indonesia di mata dunia. @urswetty_91 Juara ! Sat Set https://t.co/kKFTGlUgA2,1,19,strategi diplomasi ekonomi cerdas ganjar mahfud angkat citra dagang indonesia mata dunia juara sat set
@tvOneNews Paling terbaik prabowo gibran gak mungkin ada yang bisa menandingi,1,10,baik prabowo gibran tanding
konyol anjay tiga kata lucu: gibran ngejek mahfud.,0,8,konyol anjir lucu gibran ejek mahfud
Sama kayak slh satu teman she said anies itu gak bisa kerja always say that. Jakarta sebelum dia menjabat jad gubernur itu bersih pas masanya dia jadi kotor dan selalu ini yang dia ulang2. Ketika diberi tanggapan dia bakal menaikkan nada bicaranya alias membentak. ,0,44,salah teman said anies kerja jakarta jabat gubernur bersih pas masa kotor ulang ulang tanggap naik nada bicara alias bentak
Ganjar-Mahfud adalah pasangan yang memiliki rekam jejak nyata dalam meningkatkan tata kelola keuangan yang baik. @prettyta9 Hebat ! Pasti Lebih Baik https://t.co/LjfdbZaVRp,1,20,ganjar mahfud pasang milik rekam jejak nyata tingkat tata kelola uang hebat
@are_inismyname @zarryhendrik @seeksixsuck @kurawa @P4P4B0W0_2024 @99propaganda @Ndons_Back @Bank_Joee_ @BANGSAygSUJUD @florieliciouss @Kimberley_2024 gibran adalah cawapres hasil dari sebuah pelanggaran KENAPA PAMAN USMAN DICOPOT DARI JABATAN KETUA MK KALAU BELIAU TIDAK BERSALAH.?? https://t.co/ZqWUTPiSDf,0,19,gibran cawapres hasil pelanggaran paman usman copot jabat ketua beliau salah
ternyata di twitter ini anak mudanya banyak yang dukung pak anies yak,0,12,twitter anak muda dukung anies iya
@geloraco Tolak prabowo dan gibran. kita pilih pak anies atau ke pak ganjar kalo pak anies tdk bisa melanjutkan di putaran kedua. https://t.co/YOtahYGv87,-1,21,tolak prabowo gibran pilih anies ganjar anies lanjut putar
Duet Ganjar-Mahfud ini bisa jadi kunci untuk Indonesia yang lebih adil dan makmur @NZ832 VisiMisi GanjarMahfud https://t.co/GmNUEhhVby,1,15,duet ganjar mahfud kunci indonesia adil makmur visi misi ganjar memahfud
@PartaiSocmed @ni0910ck Lebih gede dong drpd buzzer Prabowo cuma 150 perak ,0,9,gede buzer prabowo perak
@jahterra Anies juga nyebelin. Kenapa harus dia yg dipilih??? Patah hati terbesar gue sama anies yaaa pas dia milih imin ,-1,19,anies sebal pilih patah hati besar anies iya pas pilih imin
apakah akan ada permainan bandar wkwwkwkwkwk sehingga 03 malah yang menang? odd 8 bjir bet 1 jt bisa dapet 1 8 . all in ganjar para bandar kwkwkwwkwk,0,28,main bandar ha menang aneh anjir juta ganjar bandar ha
@kurawa Sayang sekali thread ini harusnya bisa anda gunakan utk mencari jawaban alasan jokowi memajukan gibran dg cara polemik di MK tetapi anda malah menggambarkan pribadi jokowi diluar dr polemik gibran. Polemik gibran terlalu hina dizaman Reformasi saat ini. Thats the Big point.,0,44,sayang benang cari alas jokowi maju gibran polemik gambar pribadi jokow polemik gibr polemik gibr hina zaman reformasi poin
#Ganjarpranowo ini lah calon pemimpin yang merakyat dan selalu menyapa rakyat nya sampai ke dalam kampung juga selalu semangat pak ganjar GanjarBersih KuatkanKPK Hebat Ganjar Presidenku LanjutGan Bansos Rakyat,0,28,calon pimpin rakyat sapa rakyat nya kampung semangat ganjar ganjar bersih kuat kpk hebat ganjar presiden lanjut bansos rakyat
@PreciosaKanti Pak @jokowi itu berhasil memberikan contoh cara2 yg tidak beretika pada anak sulungnya @gibran_tweet cara berpolitik murahan recehan dan memuakkan..,0,19,hasil contoh etika anak sulung politik murah receh muak
PKS yakin bahwa Anies-Muhaimin adalah pemimpin yang akan mengedepankan kepentingan rakyat di setiap kebijakan. #PKSmenangAMIN PilihPKS CoblosAMIN,1,16,pks anies muhaimin pimpin mengedepankan penting rakyat bija pilih pks coblos amin
@RcyberProj0 @FALDA81 @Gerindra @gibran_tweet @prabowo @budimuni98 @Projo_Pusat @handoko2411 Jelas ni 1 putaran langsung nyungsep yg masuk putaran ke dua 01 vs 03,0,14,ini putar langsung nyungsep masuk putar versus
Ganjar-Mahfud akan memperkuat diplomasi ekonomi dalam mendiversifikasi pasar ekspor Indonesia. @ttAaEERrRaAee Juara ! Sat Set https://t.co/3Xvtm1zo6b,1,14,ganjar mahfud kuat diplomasi ekonomi diversifikasi pasar ekspor indonesia juara sat set
@Fahrihamzah Ciah. Baper. Debat pertama Anies dikritik kinerjanya sbg gub di Jakarta. Ganjar sbg gub di Jateng. Giliran Pbw dikritik kinerjanya sbg menteri kok ga terima. Cih,0,26,ciah bawa asa debat anies kritik kinerja gubernur jakarta ganjar gubernur jateng gilir pbw kritik kinerja menteri terima cih
@kurawa Mana ada 01 dan 03 membully p prabowo itu kan perasaanmu sj...kal9 yg kmrn si samsul gak bermutu debatnya gak ada yg nyambung,0,23,rundung prabowo asa kemarin si samsul mutu debat sambung
Ternyata ini Fakta dari Pernyataan Muhaimin Gibran Mahfud di Debat Cawapres 2024 https://t.co/9fPY4nHyrW,0,12,fakta nyata muhaimin gibran mahfud debat cawapres
@Dahnilanzar Gibran jelas sekali titipan jokowi kepada prabowo ini gk etis bagi bangsa kenapa tidak dijawab kongkalikong ini? Jelas itu bukan pertanyaan pak Anies tapi semua warga negara yg punya integritas dan rasa malu ntahlah bagi oportunis sejati,0,37,gibran titip jokowi prabowo etis bangsa kongkalikong anies warga negara integritas malu oportunis sejat
@ganjarpranowo Pemimpin yg baik selalu diberijkan sambutan luar biasa kyk ganjar,1,10,pimpin sambut ganjar
